datetime,uid,event
2015-08-01 21:39:07,4090,signup
2015-08-01 21:43:52,4932,signup
2015-08-01 22:00:53,4577,signup
2015-08-01 22:01:01,4512,signup
2015-08-01 22:01:48,4429,signup
2015-08-01 22:05:00,3708,signup
2015-08-01 22:07:05,2097,visit
2015-08-01 22:13:02,4430,signup
2015-08-01 22:15:21,4708,signup
2015-08-01 22:16:17,2301,visit
2015-08-01 22:20:01,3071,visit
2015-08-01 22:23:32,4684,signup
2015-08-01 22:26:40,3500,visit
2015-08-01 22:30:13,3625,visit
2015-08-01 22:31:10,4179,signup
2015-08-01 22:33:48,2331,visit
2015-08-01 22:36:47,4004,signup
2015-08-01 22:39:33,2793,visit
2015-08-01 22:40:19,4503,signup
2015-08-01 22:45:12,4815,signup
2015-08-01 22:47:38,4717,signup
2015-08-01 22:56:18,2916,visit
2015-08-01 22:56:38,3465,visit
2015-08-01 23:02:19,3945,signup
2015-08-01 23:04:31,2735,visit
2015-08-01 23:05:33,4914,signup
2015-08-01 23:06:41,3716,signup
2015-08-01 23:09:17,2384,visit
2015-08-01 23:13:07,3148,visit
2015-08-01 23:21:27,4478,signup
2015-08-01 23:26:10,3519,visit
2015-08-01 23:27:46,3705,signup
2015-08-01 23:30:16,4135,signup
2015-08-01 23:35:02,4388,signup
2015-08-01 23:40:33,2033,visit
2015-08-01 23:47:37,3093,visit
2015-08-01 23:49:00,3781,signup
2015-08-01 23:52:49,4293,signup
2015-08-01 23:53:36,4448,signup
2015-08-01 23:55:42,4690,signup
2015-08-02 00:01:58,2434,visit
2015-08-02 00:06:18,4650,signup
2015-08-02 00:12:49,3520,visit
2015-08-02 00:12:56,4374,signup
2015-08-02 00:15:36,2639,visit
2015-08-02 00:28:30,3642,visit
2015-08-02 00:30:18,2658,visit
2015-08-02 00:32:28,3664,visit
2015-08-02 00:39:56,4862,signup
2015-08-02 00:42:04,4132,signup
2015-08-02 00:44:34,2722,visit
2015-08-02 00:46:53,1387,visit
2015-08-02 00:47:06,5002,signup
2015-08-02 00:49:23,1454,visit
2015-08-02 00:52:54,2174,visit
2015-08-02 00:57:52,4217,signup
2015-08-02 01:01:00,2940,visit
2015-08-02 01:05:29,4626,signup
2015-08-02 01:07:07,3181,visit
2015-08-02 01:11:29,1912,visit
2015-08-02 01:12:57,4280,signup
2015-08-02 01:13:00,4111,signup
2015-08-02 01:19:09,3671,visit
2015-08-02 01:23:00,4718,signup
2015-08-02 01:25:20,4362,signup
2015-08-02 01:27:08,2325,visit
2015-08-02 01:30:17,2838,visit
2015-08-02 01:33:12,3422,visit
2015-08-02 01:34:52,3569,visit
2015-08-02 01:36:23,3089,visit
2015-08-02 01:39:12,4536,signup
2015-08-02 01:39:52,3947,signup
2015-08-02 01:42:21,2713,visit
2015-08-02 01:45:18,4942,signup
2015-08-02 01:52:52,4431,signup
2015-08-02 02:10:24,2691,visit
2015-08-02 02:13:10,4296,signup
2015-08-02 02:20:28,3283,visit
2015-08-02 02:24:08,4729,signup
2015-08-02 02:26:19,3208,visit
2015-08-02 02:29:58,1795,visit
2015-08-02 02:31:02,4282,signup
2015-08-02 02:32:17,4810,signup
2015-08-02 02:33:00,4315,signup
2015-08-02 02:40:36,2138,visit
2015-08-02 02:48:27,4471,signup
2015-08-02 02:53:48,3698,signup
2015-08-02 03:01:58,4934,signup
2015-08-02 03:06:35,4838,signup
2015-08-02 03:09:07,3975,signup
2015-08-02 03:10:19,4376,signup
2015-08-02 03:15:01,3585,visit
2015-08-02 03:21:12,3762,signup
2015-08-02 03:24:52,3532,visit
2015-08-02 03:26:05,3313,visit
2015-08-02 03:27:40,4172,signup
2015-08-02 03:28:38,4295,signup
2015-08-02 03:33:31,1492,visit
2015-08-02 03:43:47,2594,visit
2015-08-02 03:45:43,4564,signup
2015-08-02 03:45:54,2556,visit
2015-08-02 03:47:33,3731,signup
2015-08-02 03:52:12,3743,signup
2015-08-02 03:54:36,4943,signup
2015-08-02 03:57:10,3365,visit
2015-08-02 04:15:09,4608,signup
2015-08-02 04:17:41,4621,signup
2015-08-02 04:23:04,4878,signup
2015-08-02 04:29:26,4188,signup
2015-08-02 04:33:47,3976,signup
2015-08-02 04:38:23,2485,visit
2015-08-02 04:51:30,2009,visit
2015-08-02 05:05:16,4506,signup
2015-08-02 05:13:46,4312,signup
2015-08-02 05:26:08,4851,signup
2015-08-02 05:44:31,2775,visit
2015-08-02 05:45:32,4178,signup
2015-08-02 05:47:58,2984,visit
2015-08-02 05:52:26,3235,visit
2015-08-02 05:52:39,3226,visit
2015-08-02 05:56:27,2549,visit
2015-08-02 05:58:40,1656,visit
2015-08-02 05:58:57,4695,signup
2015-08-02 06:04:53,1737,visit
2015-08-02 06:08:55,2362,visit
2015-08-02 06:16:11,4194,signup
2015-08-02 06:17:07,5048,signup
2015-08-02 06:21:34,4203,signup
2015-08-02 06:23:34,4657,signup
2015-08-02 06:28:14,2559,visit
2015-08-02 06:29:27,3849,signup
2015-08-02 06:30:22,4753,signup
2015-08-02 06:34:26,3866,signup
2015-08-02 06:35:16,4987,signup
2015-08-02 06:43:32,3325,visit
2015-08-02 06:44:20,4917,signup
2015-08-02 06:44:31,4338,signup
2015-08-02 06:44:55,2303,visit
2015-08-02 06:45:26,4627,signup
2015-08-02 06:45:52,4238,signup
2015-08-02 06:48:20,2927,visit
2015-08-02 06:49:00,4182,signup
2015-08-02 06:56:43,4792,signup
2015-08-02 06:59:32,2094,visit
2015-08-02 07:01:12,4080,signup
2015-08-02 07:04:14,4342,signup
2015-08-02 07:18:37,4134,signup
2015-08-02 07:31:49,4885,signup
2015-08-02 07:33:21,4420,signup
2015-08-02 07:48:34,4767,signup
2015-08-02 07:48:40,4607,signup
2015-08-02 07:51:46,4895,signup
2015-08-02 07:52:43,4974,signup
2015-08-02 07:56:59,5030,signup
2015-08-02 07:57:10,3655,visit
2015-08-02 07:57:57,3072,visit
2015-08-02 07:59:19,4047,signup
2015-08-02 08:04:42,2404,visit
2015-08-02 08:04:56,1651,visit
2015-08-02 08:05:37,4398,signup
2015-08-02 08:11:57,1430,visit
2015-08-02 08:12:11,1596,visit
2015-08-02 08:13:59,2770,visit
2015-08-02 08:17:19,4546,signup
2015-08-02 08:19:27,4127,signup
2015-08-02 08:20:59,4790,signup
2015-08-02 08:23:34,4709,signup
2015-08-02 08:30:35,4149,signup
2015-08-02 08:31:43,3996,signup
2015-08-02 08:33:04,4991,signup
2015-08-02 08:34:39,3782,signup
2015-08-02 08:36:12,3951,signup
2015-08-02 08:36:17,4791,signup
2015-08-02 08:38:12,4721,signup
2015-08-02 08:48:42,4642,signup
2015-08-02 08:49:47,3685,visit
2015-08-02 08:50:00,2409,visit
2015-08-02 08:53:17,2259,visit
2015-08-02 09:00:08,3790,signup
2015-08-02 09:09:51,4552,signup
2015-08-02 09:10:08,2592,visit
2015-08-02 09:13:23,1366,visit
2015-08-02 09:14:12,4054,signup
2015-08-02 09:20:12,4050,signup
2015-08-02 09:28:43,4046,signup
2015-08-02 09:35:39,4872,signup
2015-08-02 09:37:47,3740,signup
2015-08-02 09:40:53,4075,signup
2015-08-02 09:46:42,2539,visit
2015-08-02 09:48:29,4025,signup
2015-08-02 09:53:34,1994,visit
2015-08-02 09:54:40,4777,signup
2015-08-02 09:54:51,4260,signup
2015-08-02 09:56:31,2465,visit
2015-08-02 10:01:58,2591,visit
2015-08-02 10:07:27,4751,signup
2015-08-02 10:10:11,3959,signup
2015-08-02 10:10:53,4017,signup
2015-08-02 10:16:57,4575,signup
2015-08-02 10:19:08,1469,visit
2015-08-02 10:28:57,3592,visit
2015-08-02 10:33:06,3491,visit
2015-08-02 10:35:14,4193,signup
2015-08-02 10:36:22,1489,visit
2015-08-02 10:41:05,3547,visit
2015-08-02 10:44:42,4367,signup
2015-08-02 10:49:49,4736,signup
2015-08-02 10:50:52,4120,signup
2015-08-02 10:59:35,4660,signup
2015-08-02 11:01:21,2727,visit
2015-08-02 11:07:56,2467,visit
2015-08-02 11:08:31,3899,signup
2015-08-02 11:08:39,3378,visit
2015-08-02 11:08:58,3417,visit
2015-08-02 11:09:52,4247,signup
2015-08-02 11:17:16,4447,signup
2015-08-02 11:21:33,3333,visit
2015-08-02 11:23:24,4526,signup
2015-08-02 11:29:40,4405,signup
2015-08-02 11:31:27,4033,signup
2015-08-02 11:32:16,4639,signup
2015-08-02 11:34:27,3215,visit
2015-08-02 11:40:26,2845,visit
2015-08-02 11:40:41,4298,signup
2015-08-02 11:41:15,2761,visit
2015-08-02 11:43:14,4599,signup
2015-08-02 11:44:08,5038,signup
2015-08-02 11:48:41,4939,signup
2015-08-02 11:58:31,3858,signup
2015-08-02 12:05:04,2752,visit
2015-08-02 12:05:07,5014,signup
2015-08-02 12:07:17,3686,visit
2015-08-02 12:08:26,5010,signup
2015-08-02 12:10:09,4659,signup
2015-08-02 12:12:40,2900,visit
2015-08-02 12:15:46,4233,signup
2015-08-02 12:34:25,4740,signup
2015-08-02 12:35:14,2359,visit
2015-08-02 12:45:48,2010,visit
2015-08-02 12:49:51,3938,signup
2015-08-02 12:50:37,3282,visit
2015-08-02 12:51:30,3401,visit
2015-08-02 12:54:04,3338,visit
2015-08-02 12:56:37,4785,signup
2015-08-02 13:02:44,4578,signup
2015-08-02 13:03:18,4948,signup
2015-08-02 13:03:59,2372,visit
2015-08-02 13:10:50,2841,visit
2015-08-02 13:12:24,4769,signup
2015-08-02 13:15:01,4112,signup
2015-08-02 13:16:11,4776,signup
2015-08-02 13:17:28,4697,signup
2015-08-02 13:18:22,3914,signup
2015-08-02 13:18:31,4640,signup
2015-08-02 13:19:23,2706,visit
2015-08-02 13:24:58,1399,visit
2015-08-02 13:25:32,4472,signup
2015-08-02 13:27:27,1342,visit
2015-08-02 13:29:21,2227,visit
2015-08-02 13:41:12,2730,visit
2015-08-02 13:48:26,3900,signup
2015-08-02 13:54:47,3604,visit
2015-08-02 14:04:32,4797,signup
2015-08-02 14:04:44,3188,visit
2015-08-02 14:05:02,2738,visit
2015-08-02 14:05:08,4532,signup
2015-08-02 14:14:14,3805,signup
2015-08-02 14:15:55,3441,visit
2015-08-02 14:16:26,5031,signup
2015-08-02 14:23:17,4779,signup
2015-08-02 14:24:11,3873,signup
2015-08-02 14:29:13,1631,visit
2015-08-02 14:30:05,4614,signup
2015-08-02 14:35:56,2038,visit
2015-08-02 14:47:43,4403,signup
2015-08-02 14:47:44,1761,visit
2015-08-02 14:47:56,3649,visit
2015-08-02 14:51:07,4888,signup
2015-08-02 14:52:23,2319,visit
2015-08-02 14:57:23,3521,visit
2015-08-02 15:05:41,4311,signup
2015-08-02 15:19:52,3251,visit
2015-08-02 15:21:06,4039,signup
2015-08-02 15:22:44,3677,visit
2015-08-02 15:38:28,4993,signup
2015-08-02 15:43:50,4309,signup
2015-08-02 15:54:49,3437,visit
2015-08-02 16:03:55,3197,visit
2015-08-02 16:08:37,4687,signup
2015-08-02 16:12:30,4528,signup
2015-08-02 16:13:44,2641,visit
2015-08-02 16:16:58,2251,visit
2015-08-02 16:18:54,4347,signup
2015-08-02 16:23:23,4904,signup
2015-08-02 16:34:20,4306,signup
2015-08-02 16:42:11,4594,signup
2015-08-02 16:46:05,4848,signup
2015-08-02 16:46:10,4443,signup
2015-08-02 16:46:24,2561,visit
2015-08-02 16:48:59,2540,visit
2015-08-02 16:49:28,4746,signup
2015-08-02 16:50:52,3661,visit
2015-08-02 17:09:19,3545,visit
2015-08-02 17:11:37,4262,signup
2015-08-02 17:13:21,2599,visit
2015-08-02 17:16:49,4636,signup
2015-08-02 17:24:33,3385,visit
2015-08-02 17:28:35,3971,signup
2015-08-02 17:29:03,4540,signup
2015-08-02 17:34:10,2514,visit
2015-08-02 17:40:12,3086,visit
2015-08-02 17:43:32,1592,visit
2015-08-02 17:44:44,4534,signup
2015-08-02 17:56:31,3904,signup
2015-08-02 17:59:07,1388,visit
2015-08-02 18:01:57,5029,signup
2015-08-02 18:03:27,2616,visit
2015-08-02 18:04:26,2783,visit
2015-08-02 18:05:40,2527,visit
2015-08-02 18:09:06,4518,signup
2015-08-02 18:24:01,3063,visit
2015-08-02 18:40:27,4510,signup
2015-08-02 18:41:32,3200,visit
2015-08-02 18:44:44,4983,signup
2015-08-02 18:44:47,3157,visit
2015-08-02 18:47:10,4070,signup
2015-08-02 18:51:15,1866,visit
2015-08-02 18:52:41,3015,visit
2015-08-02 18:54:58,4609,signup
2015-08-02 18:59:32,4300,signup
2015-08-02 19:05:22,3683,visit
2015-08-02 19:16:37,4124,signup
2015-08-02 19:17:00,1382,visit
2015-08-02 19:27:25,2027,visit
2015-08-02 19:31:55,4214,signup
2015-08-02 19:32:40,4463,signup
2015-08-02 20:00:09,2848,visit
2015-08-02 20:03:33,3561,visit
2015-08-02 20:04:27,4572,signup
2015-08-02 20:06:16,3646,visit
2015-08-02 20:06:18,3254,visit
2015-08-02 20:06:32,3556,visit
2015-08-02 20:08:34,4128,signup
2015-08-02 20:13:05,1955,visit
2015-08-02 20:13:09,3570,visit
2015-08-02 20:22:45,4173,signup
2015-08-02 20:24:19,4385,signup
2015-08-02 20:57:28,4372,signup
2015-08-02 21:01:34,4786,signup
2015-08-02 21:05:44,1559,visit
2015-08-02 21:11:07,4602,signup
2015-08-02 21:24:03,4299,signup
2015-08-02 21:25:39,4724,signup
2015-08-02 21:29:49,4831,signup
2015-08-02 21:31:47,1409,visit
2015-08-02 21:34:05,1350,visit
2015-08-02 21:36:35,4590,signup
2015-08-02 21:38:18,3229,visit
2015-08-02 21:42:27,4584,signup
2015-08-02 21:45:48,2385,visit
2015-08-02 21:48:28,3800,signup
2015-08-02 21:50:23,2687,visit
2015-08-02 21:53:50,1655,visit
2015-08-02 21:54:59,3793,signup
2015-08-02 21:58:38,3907,signup
2015-08-02 22:03:22,2789,visit
2015-08-02 22:10:55,1768,visit
2015-08-02 22:15:55,2233,visit
2015-08-02 22:17:21,4072,signup
2015-08-02 22:20:27,3059,visit
2015-08-02 22:22:26,4990,signup
2015-08-02 22:26:57,1579,visit
2015-08-02 22:27:03,2002,visit
2015-08-02 22:36:07,4964,signup
2015-08-02 22:36:41,3445,visit
2015-08-02 22:38:10,4076,signup
2015-08-02 22:42:07,1926,visit
2015-08-02 22:43:15,3288,visit
2015-08-02 22:51:32,3942,signup
2015-08-02 22:51:39,4185,signup
2015-08-02 22:57:51,3406,visit
2015-08-02 23:00:45,3536,visit
2015-08-02 23:06:27,1583,visit
2015-08-02 23:13:27,2170,visit
2015-08-02 23:15:40,2178,visit
2015-08-02 23:18:26,3760,signup
2015-08-02 23:19:23,2811,visit
2015-08-02 23:19:54,2117,visit
2015-08-02 23:27:58,4357,signup
2015-08-02 23:28:39,3836,signup
2015-08-02 23:31:25,2758,visit
2015-08-02 23:41:05,3550,visit
2015-08-02 23:42:39,3141,visit
2015-08-02 23:48:37,2065,visit
2015-08-02 23:52:49,3931,signup
2015-08-03 00:00:12,1763,visit
2015-08-03 00:02:57,6048,signup
2015-08-03 00:07:54,4464,visit
2015-08-03 00:08:58,6439,signup
2015-08-03 00:13:53,1523,visit
2015-08-03 00:16:10,5042,visit
2015-08-03 00:16:48,5617,signup
2015-08-03 00:22:27,2572,visit
2015-08-03 00:32:23,3122,visit
2015-08-03 00:40:18,3815,visit
2015-08-03 00:42:14,4955,visit
2015-08-03 00:44:27,6351,signup
2015-08-03 00:46:27,5320,signup
2015-08-03 00:49:52,5381,signup
2015-08-03 00:52:04,5709,signup
2015-08-03 00:53:04,3055,visit
2015-08-03 00:55:06,5812,signup
2015-08-03 00:57:03,5286,signup
2015-08-03 00:59:26,6540,signup
2015-08-03 00:59:36,4435,visit
2015-08-03 01:11:05,5899,signup
2015-08-03 01:11:06,5314,signup
2015-08-03 01:11:56,1962,visit
2015-08-03 01:17:11,3961,visit
2015-08-03 01:22:27,5036,visit
2015-08-03 01:22:39,6475,signup
2015-08-03 01:27:59,3609,visit
2015-08-03 01:35:06,6034,signup
2015-08-03 01:47:23,4747,visit
2015-08-03 01:51:24,5701,signup
2015-08-03 01:52:47,6260,signup
2015-08-03 02:03:31,6147,signup
2015-08-03 02:04:01,4793,visit
2015-08-03 02:07:37,6363,signup
2015-08-03 02:14:18,4651,visit
2015-08-03 02:22:22,5615,signup
2015-08-03 02:30:44,3345,visit
2015-08-03 02:33:12,4637,visit
2015-08-03 02:47:55,5702,signup
2015-08-03 02:49:52,6403,signup
2015-08-03 02:54:07,1680,visit
2015-08-03 02:56:20,2361,visit
2015-08-03 02:58:55,3047,visit
2015-08-03 03:02:48,5079,signup
2015-08-03 03:07:34,3873,visit
2015-08-03 03:08:06,5108,signup
2015-08-03 03:08:21,6267,signup
2015-08-03 03:10:47,5591,signup
2015-08-03 03:17:28,2092,visit
2015-08-03 03:22:27,5378,signup
2015-08-03 03:23:04,5505,signup
2015-08-03 03:26:01,1872,visit
2015-08-03 03:35:42,4488,visit
2015-08-03 03:35:53,4208,visit
2015-08-03 03:40:14,5685,signup
2015-08-03 03:44:14,4921,visit
2015-08-03 03:50:00,5818,signup
2015-08-03 03:52:11,1986,visit
2015-08-03 03:53:33,3094,visit
2015-08-03 03:57:42,4601,visit
2015-08-03 04:02:36,6385,signup
2015-08-03 04:05:34,4116,visit
2015-08-03 04:07:38,3246,visit
2015-08-03 04:11:54,5611,signup
2015-08-03 04:12:48,4275,visit
2015-08-03 04:24:29,4393,visit
2015-08-03 04:28:40,4779,visit
2015-08-03 04:29:12,5907,signup
2015-08-03 04:29:42,4465,visit
2015-08-03 04:31:56,6266,signup
2015-08-03 04:34:47,5949,signup
2015-08-03 04:35:07,4504,visit
2015-08-03 04:38:12,6319,signup
2015-08-03 04:46:35,3211,visit
2015-08-03 04:49:38,3942,visit
2015-08-03 04:51:11,5670,signup
2015-08-03 04:53:54,4669,visit
2015-08-03 04:55:35,3899,visit
2015-08-03 04:57:13,5579,signup
2015-08-03 04:58:37,4011,visit
2015-08-03 04:59:46,6340,signup
2015-08-03 05:07:26,4614,visit
2015-08-03 05:07:59,5000,visit
2015-08-03 05:15:15,2543,visit
2015-08-03 05:15:37,4129,visit
2015-08-03 05:16:05,5380,signup
2015-08-03 05:17:38,3146,visit
2015-08-03 05:18:00,1993,visit
2015-08-03 05:20:07,5872,signup
2015-08-03 05:20:16,4028,visit
2015-08-03 05:22:14,2503,visit
2015-08-03 05:24:36,4403,visit
2015-08-03 05:33:08,6272,signup
2015-08-03 05:33:44,6107,signup
2015-08-03 05:34:13,5132,signup
2015-08-03 05:36:57,4704,visit
2015-08-03 05:41:38,4559,visit
2015-08-03 05:41:48,6154,signup
2015-08-03 05:42:33,6539,signup
2015-08-03 05:43:14,5481,signup
2015-08-03 05:49:09,4451,visit
2015-08-03 05:52:55,3939,visit
2015-08-03 05:54:01,5214,signup
2015-08-03 05:55:05,4407,visit
2015-08-03 05:56:16,4467,visit
2015-08-03 05:58:11,6164,signup
2015-08-03 06:02:07,5987,signup
2015-08-03 06:04:02,5983,signup
2015-08-03 06:11:23,4157,visit
2015-08-03 06:12:14,1756,visit
2015-08-03 06:12:19,4279,visit
2015-08-03 06:12:52,3857,visit
2015-08-03 06:15:22,5920,signup
2015-08-03 06:15:31,6027,signup
2015-08-03 06:17:01,4402,visit
2015-08-03 06:22:41,5459,signup
2015-08-03 06:24:38,4404,visit
2015-08-03 06:25:30,5733,signup
2015-08-03 06:29:30,1898,visit
2015-08-03 06:29:43,6126,signup
2015-08-03 06:29:58,3732,visit
2015-08-03 06:32:27,6514,signup
2015-08-03 06:35:05,4836,visit
2015-08-03 06:38:09,6329,signup
2015-08-03 06:39:49,4588,visit
2015-08-03 06:43:27,4569,visit
2015-08-03 06:47:03,2668,visit
2015-08-03 06:49:25,5809,signup
2015-08-03 06:50:39,3836,visit
2015-08-03 06:56:50,1668,visit
2015-08-03 06:56:59,5762,signup
2015-08-03 07:00:14,4538,visit
2015-08-03 07:10:16,5912,signup
2015-08-03 07:15:49,5418,signup
2015-08-03 07:19:43,6248,signup
2015-08-03 07:21:45,5645,signup
2015-08-03 07:24:58,2080,visit
2015-08-03 07:28:18,6189,signup
2015-08-03 07:30:56,4037,visit
2015-08-03 07:32:30,6152,signup
2015-08-03 07:34:57,5219,signup
2015-08-03 07:41:03,1786,visit
2015-08-03 07:44:28,1495,visit
2015-08-03 07:57:38,2218,visit
2015-08-03 08:02:55,1697,visit
2015-08-03 08:05:30,6091,signup
2015-08-03 08:08:11,5488,signup
2015-08-03 08:08:22,4065,visit
2015-08-03 08:10:15,4374,visit
2015-08-03 08:14:46,5556,signup
2015-08-03 08:16:11,2000,visit
2015-08-03 08:27:19,4009,visit
2015-08-03 08:28:35,2255,visit
2015-08-03 08:33:55,2851,visit
2015-08-03 08:34:30,4029,visit
2015-08-03 08:35:04,3015,visit
2015-08-03 08:49:06,6174,signup
2015-08-03 08:56:33,1496,visit
2015-08-03 09:02:09,5068,signup
2015-08-03 09:05:05,4264,visit
2015-08-03 09:08:16,6172,signup
2015-08-03 09:08:29,3033,visit
2015-08-03 09:09:05,3348,visit
2015-08-03 09:09:06,5700,signup
2015-08-03 09:12:38,5716,signup
2015-08-03 09:15:08,1383,visit
2015-08-03 09:20:01,3775,visit
2015-08-03 09:21:23,5760,signup
2015-08-03 09:27:41,6447,signup
2015-08-03 09:30:57,1740,visit
2015-08-03 09:38:48,6468,signup
2015-08-03 09:41:58,5299,signup
2015-08-03 09:42:52,5028,visit
2015-08-03 09:43:35,5963,signup
2015-08-03 09:45:19,3379,visit
2015-08-03 09:54:34,4604,visit
2015-08-03 09:57:07,5619,signup
2015-08-03 09:59:21,3988,visit
2015-08-03 10:09:06,5328,signup
2015-08-03 10:10:22,4484,visit
2015-08-03 10:14:04,2124,visit
2015-08-03 10:19:35,3200,visit
2015-08-03 10:20:08,4586,visit
2015-08-03 10:21:58,5379,signup
2015-08-03 10:26:34,1773,visit
2015-08-03 10:29:02,4106,visit
2015-08-03 10:31:51,3940,visit
2015-08-03 10:34:26,6422,signup
2015-08-03 10:36:07,5985,signup
2015-08-03 10:38:01,6529,signup
2015-08-03 10:38:12,4961,visit
2015-08-03 10:41:52,4084,visit
2015-08-03 10:45:23,3309,visit
2015-08-03 10:45:34,5869,signup
2015-08-03 10:45:38,4952,visit
2015-08-03 10:48:00,6268,signup
2015-08-03 10:50:19,3023,visit
2015-08-03 10:55:32,4032,visit
2015-08-03 10:55:34,6353,signup
2015-08-03 10:56:06,2449,visit
2015-08-03 10:56:25,6373,signup
2015-08-03 10:59:39,6323,signup
2015-08-03 11:07:13,3820,visit
2015-08-03 11:10:28,5105,signup
2015-08-03 11:12:45,5254,signup
2015-08-03 11:15:37,3823,visit
2015-08-03 11:22:19,2966,visit
2015-08-03 11:23:23,6067,signup
2015-08-03 11:23:54,2187,visit
2015-08-03 11:24:55,6214,signup
2015-08-03 11:38:04,2017,visit
2015-08-03 11:41:12,5166,signup
2015-08-03 11:41:25,5925,signup
2015-08-03 11:42:43,5331,signup
2015-08-03 11:44:08,4346,visit
2015-08-03 11:46:38,1835,visit
2015-08-03 11:47:04,2842,visit
2015-08-03 11:51:52,4770,visit
2015-08-03 11:53:14,5604,signup
2015-08-03 12:07:01,5168,signup
2015-08-03 12:08:28,5020,visit
2015-08-03 12:11:18,2919,visit
2015-08-03 12:19:25,4930,visit
2015-08-03 12:19:41,6139,signup
2015-08-03 12:23:39,5466,signup
2015-08-03 12:27:04,1480,visit
2015-08-03 12:27:49,6390,signup
2015-08-03 12:28:16,6240,signup
2015-08-03 12:30:59,5243,signup
2015-08-03 12:35:52,2066,visit
2015-08-03 12:42:03,2639,visit
2015-08-03 12:43:38,4257,visit
2015-08-03 12:43:59,5689,signup
2015-08-03 12:44:25,6301,signup
2015-08-03 12:45:34,4550,visit
2015-08-03 12:48:06,3357,visit
2015-08-03 12:48:55,6517,signup
2015-08-03 12:50:31,3660,visit
2015-08-03 12:53:50,5534,signup
2015-08-03 12:56:20,5205,signup
2015-08-03 12:58:14,3930,visit
2015-08-03 13:00:28,4193,visit
2015-08-03 13:02:27,6128,signup
2015-08-03 13:09:59,3907,visit
2015-08-03 13:10:00,3223,visit
2015-08-03 13:11:02,5098,signup
2015-08-03 13:13:09,6198,signup
2015-08-03 13:18:39,5124,signup
2015-08-03 13:23:27,4725,visit
2015-08-03 13:25:15,6489,signup
2015-08-03 13:35:49,2794,visit
2015-08-03 13:42:00,4724,visit
2015-08-03 13:42:02,2317,visit
2015-08-03 13:46:40,1497,visit
2015-08-03 13:50:03,5167,signup
2015-08-03 13:51:23,4182,visit
2015-08-03 13:52:15,4738,visit
2015-08-03 13:55:38,3697,visit
2015-08-03 13:56:55,4034,visit
2015-08-03 13:57:28,3975,visit
2015-08-03 14:02:21,3716,visit
2015-08-03 14:05:19,4572,visit
2015-08-03 14:12:40,6163,signup
2015-08-03 14:15:24,2825,visit
2015-08-03 14:18:05,3555,visit
2015-08-03 14:22:16,3918,visit
2015-08-03 14:24:54,5397,signup
2015-08-03 14:25:43,5198,signup
2015-08-03 14:28:53,4449,visit
2015-08-03 14:30:00,5268,signup
2015-08-03 14:30:27,4599,visit
2015-08-03 14:31:52,1505,visit
2015-08-03 14:35:37,1883,visit
2015-08-03 14:36:52,6100,signup
2015-08-03 14:39:01,3724,visit
2015-08-03 14:39:03,6014,signup
2015-08-03 14:39:29,5138,signup
2015-08-03 14:42:04,2358,visit
2015-08-03 14:47:48,2178,visit
2015-08-03 15:00:27,6212,signup
2015-08-03 15:01:51,4574,visit
2015-08-03 15:02:22,5945,signup
2015-08-03 15:02:41,2280,visit
2015-08-03 15:03:02,1837,visit
2015-08-03 15:07:02,5400,signup
2015-08-03 15:12:40,5271,signup
2015-08-03 15:15:17,3649,visit
2015-08-03 15:15:30,4568,visit
2015-08-03 15:18:21,5793,signup
2015-08-03 15:22:20,4031,visit
2015-08-03 15:24:04,5858,signup
2015-08-03 15:25:08,4689,visit
2015-08-03 15:31:29,6357,signup
2015-08-03 15:34:38,3737,visit
2015-08-03 15:35:16,3917,visit
2015-08-03 15:37:25,2193,visit
2015-08-03 15:39:23,5901,signup
2015-08-03 15:40:57,5367,signup
2015-08-03 15:41:40,5233,signup
2015-08-03 15:43:30,6188,signup
2015-08-03 15:43:55,4801,visit
2015-08-03 15:50:02,4111,visit
2015-08-03 15:50:21,2562,visit
2015-08-03 15:53:47,5496,signup
2015-08-03 15:54:53,5023,visit
2015-08-03 15:57:47,4170,visit
2015-08-03 15:58:08,5354,signup
2015-08-03 15:59:18,5894,signup
2015-08-03 16:00:10,6450,signup
2015-08-03 16:01:16,2734,visit
2015-08-03 16:05:00,2979,visit
2015-08-03 16:05:20,6122,signup
2015-08-03 16:05:50,4970,visit
2015-08-03 16:06:21,5092,signup
2015-08-03 16:06:39,1462,visit
2015-08-03 16:08:43,4375,visit
2015-08-03 16:12:08,4571,visit
2015-08-03 16:15:39,5282,signup
2015-08-03 16:17:09,6523,signup
2015-08-03 16:23:03,1748,visit
2015-08-03 16:23:10,4127,visit
2015-08-03 16:25:01,6026,signup
2015-08-03 16:25:39,5297,signup
2015-08-03 16:29:09,5445,signup
2015-08-03 16:30:56,5071,signup
2015-08-03 16:33:18,3013,visit
2015-08-03 16:36:51,6387,signup
2015-08-03 16:39:42,4159,visit
2015-08-03 16:52:20,4187,visit
2015-08-03 16:56:12,4144,visit
2015-08-03 16:58:05,4714,visit
2015-08-03 17:00:22,4730,visit
2015-08-03 17:00:29,4694,visit
2015-08-03 17:06:09,4287,visit
2015-08-03 17:07:37,4827,visit
2015-08-03 17:13:58,6150,signup
2015-08-03 17:14:48,6294,signup
2015-08-03 17:14:58,4250,visit
2015-08-03 17:15:16,6210,signup
2015-08-03 17:15:50,4620,visit
2015-08-03 17:29:48,6412,signup
